ChargeEVs_index_1,ChargeEVs_index_2,ChargeEVs
Oahu,2007011200,3.0851289064739835
Oahu,2007011202,9.5444834525191
Oahu,2007011204,0.522083890561765
Oahu,2007011206,0.522083890561765
Oahu,2007011208,0.79781307835972
Oahu,2007011210,1.57160676958348
Oahu,2007011212,1.57160676958348
Oahu,2007011214,3.3255472161362354
Oahu,2007011216,3.3255472161362354
Oahu,2007011218,3.325547216136235
Oahu,2007011220,3.085128906473983
Oahu,2007011222,3.0851289064739835
Oahu,2007011900,3.0851289064742087
Oahu,2007011902,3.0851289064742087
Oahu,2007011904,0.522083890561765
Oahu,2007011906,0.522083890561765
Oahu,2007011908,0.79781307835972
Oahu,2007011910,1.370756932656105
Oahu,2007011912,1.57160676958348
Oahu,2007011914,9.985751599107825
Oahu,2007011916,3.3255472161362354
Oahu,2007011918,3.325547216136235
Oahu,2007011920,3.0851289064742087
Oahu,2007011922,3.0851289064742087
Oahu,2007021200,0.773158530827982
Oahu,2007021202,0.773158530827982
Oahu,2007021204,0.773158530827982
Oahu,2007021206,0.522083890561765
Oahu,2007021208,0.79781307835972
Oahu,2007021210,8.143702285941849
Oahu,2007021212,8.143702285941849
Oahu,2007021214,3.3255472161362354
Oahu,2007021216,3.3255472161362354
Oahu,2007021218,3.325547216136235
Oahu,2007021220,3.085128906474145
Oahu,2007021222,0.773158530827982
Oahu,2007050200,8.599647575325477
Oahu,2007050202,0.522083890561765
Oahu,2007050204,0.522083890561765
Oahu,2007050206,0.522083890561765
Oahu,2007050208,0.79781307835972
Oahu,2007050210,3.3255472161362354
Oahu,2007050212,3.3255472161362354
Oahu,2007050214,3.3255472161362354
Oahu,2007050216,3.3255472161362354
Oahu,2007050218,3.325547216136235
Oahu,2007050220,3.085128906474145
Oahu,2007050222,3.085128906474145
Oahu,2007092200,0.7731585308276189
Oahu,2007092202,0.7731585308276189
Oahu,2007092204,0.7731585308276189
Oahu,2007092206,0.522083890561765
Oahu,2007092208,0.79781307835972
Oahu,2007092210,1.370756932656105
Oahu,2007092212,14.916647639229044
Oahu,2007092214,3.3255472161362354
Oahu,2007092216,3.3255472161362354
Oahu,2007092218,3.325547216136235
Oahu,2007092220,3.085128906474145
Oahu,2007092222,0.7731585308276188
Oahu,2007102700,3.085128906474086
Oahu,2007102702,8.33335869829352
Oahu,2007102704,0.522083890561765
Oahu,2007102706,0.522083890561765
Oahu,2007102708,1.370756932656105
Oahu,2007102710,1.370756932656105
Oahu,2007102712,3.0205773129040705
Oahu,2007102714,3.0205773129040705
Oahu,2007102716,3.02057731290407
Oahu,2007102718,3.325547216136235
Oahu,2007102720,3.085128906474086
Oahu,2007102722,3.085128906474086
Oahu,2007121500,10.554437858805539
Oahu,2007121502,0.522083890561765
Oahu,2007121504,0.522083890561765
Oahu,2007121506,0.522083890561765
Oahu,2007121508,0.79781307835972
Oahu,2007121510,1.370756932656105
Oahu,2007121512,3.3255472161362354
Oahu,2007121514,3.3255472161362354
Oahu,2007121516,3.3255472161362354
Oahu,2007121518,3.325547216136235
Oahu,2007121520,3.085128906474182
Oahu,2007121522,3.085128906474182
Oahu,2008022000,3.085128906474145
Oahu,2008022002,7.991392842893229
Oahu,2008022004,0.522083890561765
Oahu,2008022006,0.522083890561765
Oahu,2008022008,0.79781307835972
Oahu,2008022010,1.370756932656105
Oahu,2008022012,3.3255472161362354
Oahu,2008022014,3.3255472161362354
Oahu,2008022016,3.3255472161362354
Oahu,2008022018,3.325547216136235
Oahu,2008022020,3.085128906474145
Oahu,2008022022,3.085128906474145
Oahu,2008041000,3.085128906474182
Oahu,2008041002,7.99139284289312
Oahu,2008041004,0.522083890561765
Oahu,2008041006,0.522083890561765
Oahu,2008041008,0.79781307835972
Oahu,2008041010,1.370756932656105
Oahu,2008041012,3.3255472161362354
Oahu,2008041014,3.3255472161362354
Oahu,2008041016,3.3255472161362354
Oahu,2008041018,3.325547216136235
Oahu,2008041020,3.085128906474182
Oahu,2008041022,3.085128906474182
Oahu,2008061700,0.8028569098078159
Oahu,2008061702,12.416696441970771
Oahu,2008061704,0.522083890561765
Oahu,2008061706,0.522083890561765
Oahu,2008061708,0.79781307835972
Oahu,2008061710,1.370756932656105
Oahu,2008061712,3.4647876103913546
Oahu,2008061714,3.3255472161362354
Oahu,2008061716,3.3255472161362354
Oahu,2008061718,3.325547216136235
Oahu,2008061720,3.085128906474145
Oahu,2008061722,0.8028569098078158
Oahu,2008081800,0.7731585308274997
Oahu,2008081802,0.7731585308274997
Oahu,2008081804,0.522083890561765
Oahu,2008081806,0.522083890561765
Oahu,2008081808,0.79781307835972
Oahu,2008081810,1.370756932656105
Oahu,2008081812,16.074792556359625
Oahu,2008081814,2.872012077704049
Oahu,2008081816,2.872012077704049
Oahu,2008081818,3.325547216136235
Oahu,2008081820,3.085128906474145
Oahu,2008081822,0.7731585308274997
Oahu,2008091000,3.085128906474145
Oahu,2008091002,4.9238403911583575
Oahu,2008091004,0.522083890561765
Oahu,2008091006,0.522083890561765
Oahu,2008091008,0.79781307835972
Oahu,2008091010,1.370756932656105
Oahu,2008091012,6.393099667871107
Oahu,2008091014,3.3255472161362354
Oahu,2008091016,3.3255472161362354
Oahu,2008091018,3.325547216136235
Oahu,2008091020,3.085128906474145
Oahu,2008091022,3.085128906474145
Oahu,2008112200,3.085128906474145
Oahu,2008112202,3.085128906474145
Oahu,2008112204,0.79781307835972
Oahu,2008112206,0.79781307835972
Oahu,2008112208,0.79781307835972
Oahu,2008112210,1.370756932656105
Oahu,2008112212,1.57160676958348
Oahu,2008112214,9.434293223512167
Oahu,2008112216,3.3255472161362354
Oahu,2008112218,3.325547216136235
Oahu,2008112220,3.085128906474145
Oahu,2008112222,3.085128906474145
Oahu,2307011200,7.130126426091508
Oahu,2307011202,7.130126426091508
Oahu,2307011204,7.130126426091508
Oahu,2307011206,0.934072647706775
Oahu,2307011208,1.42738626483322
Oahu,2307011210,5.9498152488633
Oahu,2307011212,5.9498152488633
Oahu,2307011214,5.9498152488633
Oahu,2307011216,5.9498152488633
Oahu,2307011218,5.9498152488633
Oahu,2307011220,5.51967715971135
Oahu,2307011222,1.383276230205385
Oahu,2307011900,10.140236414678633
Oahu,2307011902,10.140236414678633
Oahu,2307011904,10.140236414678633
Oahu,2307011906,0.934072647706775
Oahu,2307011908,1.42738626483322
Oahu,2307011910,3.6922327574229574
Oahu,2307011912,3.6922327574229574
Oahu,2307011914,3.6922327574229574
Oahu,2307011916,3.692232757422957
Oahu,2307011918,5.9498152488633
Oahu,2307011920,5.51967715971135
Oahu,2307011922,1.383276230205385
Oahu,2307021200,1.383276230205385
Oahu,2307021202,1.383276230205385
Oahu,2307021204,1.383276230205385
Oahu,2307021206,0.934072647706775
Oahu,2307021208,1.42738626483322
Oahu,2307021210,11.696665444749426
Oahu,2307021212,11.696665444749424
Oahu,2307021214,11.696665444749424
Oahu,2307021216,5.9498152488633
Oahu,2307021218,5.9498152488633
Oahu,2307021220,5.51967715971135
Oahu,2307021222,1.383276230205385
Oahu,2307050200,1.0612749851615604
Oahu,2307050202,1.0612749851615604
Oahu,2307050204,0.7724215176190619
Oahu,2307050206,0.934072647706775
Oahu,2307050208,9.443059950438865
Oahu,2307050210,9.443059950438865
Oahu,2307050212,9.443059950438865
Oahu,2307050214,9.443059950438865
Oahu,2307050216,5.9498152488633
Oahu,2307050218,5.9498152488633
Oahu,2307050220,5.51967715971135
Oahu,2307050222,1.383276230205385
Oahu,2307092200,1.06127498516155
Oahu,2307092202,1.06127498516155
Oahu,2307092204,1.06127498516155
Oahu,2307092206,0.934072647706775
Oahu,2307092208,8.686640316615257
Oahu,2307092210,8.686640316615257
Oahu,2307092212,8.686640316615257
Oahu,2307092214,8.686640316615257
Oahu,2307092216,8.686640316615257
Oahu,2307092218,5.9498152488633
Oahu,2307092220,5.51967715971135
