LOAD_ZONE,TIMEPOINT,zone_demand_mw
Oahu,2007011200,673.598475960767
Oahu,2007011202,625.633248318169
Oahu,2007011204,679.687847216957
Oahu,2007011206,909.310174135792
Oahu,2007011208,990.328070083383
Oahu,2007011210,1040.20422654361
Oahu,2007011212,1042.70032016665
Oahu,2007011214,1030.51243445418
Oahu,2007011216,1003.21083900226
Oahu,2007011218,1048.56111142073
Oahu,2007011220,952.594083335193
Oahu,2007011222,810.956770828238
Oahu,2007011900,640.244082052991
Oahu,2007011902,593.357752020348
Oahu,2007011904,655.092638990005
Oahu,2007011906,884.486385906731
Oahu,2007011908,954.249002550464
Oahu,2007011910,995.567123731726
Oahu,2007011912,1010.23281666705
Oahu,2007011914,1006.84068943575
Oahu,2007011916,983.534672420697
Oahu,2007011918,1031.73762326549
Oahu,2007011920,940.55248882408
Oahu,2007011922,798.668309914847
Oahu,2007021200,583.98597193387
Oahu,2007021202,548.236059603989
Oahu,2007021204,618.556411452868
Oahu,2007021206,847.06326796141
Oahu,2007021208,914.073781379748
Oahu,2007021210,956.763382573665
Oahu,2007021212,974.08060353346
Oahu,2007021214,977.280723562989
Oahu,2007021216,971.46564830933
Oahu,2007021218,1047.73822341313
Oahu,2007021220,947.227024885669
Oahu,2007021222,759.919427957292
Oahu,2007050200,652.431967765454
Oahu,2007050202,611.790443390435
Oahu,2007050204,659.856246233961
Oahu,2007050206,890.603186763174
Oahu,2007050208,980.892287596314
Oahu,2007050210,1026.73629281934
Oahu,2007050212,1044.4832441831
Oahu,2007050214,1046.15644979854
Oahu,2007050216,1027.05630482229
Oahu,2007050218,1040.84425054952
Oahu,2007050220,985.482174038667
Oahu,2007050222,802.563313150788
Oahu,2007092200,722.167154808934
Oahu,2007092202,669.026875918583
Oahu,2007092204,683.820573655092
Oahu,2007092206,804.364523567408
Oahu,2007092208,976.265828353624
Oahu,2007092210,1038.14700652463
Oahu,2007092212,1039.54591613754
Oahu,2007092214,1033.26453767958
Oahu,2007092216,1021.63438717226
Oahu,2007092218,1043.44091937348
Oahu,2007092220,963.547637036267
Oahu,2007092222,852.412040010766
Oahu,2007102700,711.86276831385
Oahu,2007102702,658.658487022909
Oahu,2007102704,678.087787202193
Oahu,2007102706,796.912815498648
Oahu,2007102708,974.994923541896
Oahu,2007102710,1029.94555604895
Oahu,2007102712,1029.57068484549
Oahu,2007102714,1000.47702217703
Oahu,2007102716,984.869579633015
Oahu,2007102718,1027.85176322963
Oahu,2007102720,951.679763326756
Oahu,2007102722,836.822883866917
Oahu,2007121500,681.150759230456
Oahu,2007121502,621.793104282735
Oahu,2007121504,644.065939688257
Oahu,2007121506,760.31258556092
Oahu,2007121508,916.35958140084
Oahu,2007121510,962.441309826058
Oahu,2007121512,951.698049726925
Oahu,2007121514,923.408988665889
Oahu,2007121516,936.566053587295
Oahu,2007121518,995.018531726664
Oahu,2007121520,922.458095857114
Oahu,2007121522,803.285625957453
Oahu,2008022000,640.174979352812
Oahu,2008022002,596.006534656115
Oahu,2008022004,658.243888546915
Oahu,2008022006,875.925911862706
Oahu,2008022008,962.431744100113
Oahu,2008022010,1015.09555042408
Oahu,2008022012,1033.10869137993
Oahu,2008022014,1037.52367690832
Oahu,2008022016,1029.46516648071
Oahu,2008022018,1071.0868616305
Oahu,2008022020,967.181339058028
Oahu,2008022022,775.552377712952
Oahu,2008041000,619.596499437305
Oahu,2008041002,586.944195939937
Oahu,2008041004,663.142198806839
Oahu,2008041006,883.594044622549
Oahu,2008041008,965.350281902041
Oahu,2008041010,1007.57613296624
Oahu,2008041012,999.090066045351
Oahu,2008041014,1017.9025517495
Oahu,2008041016,1011.48920435036
Oahu,2008041018,1066.38374020446
Oahu,2008041020,986.728106565846
Oahu,2008041022,793.416803366793
Oahu,2008061700,700.107246062471
Oahu,2008061702,652.388223530308
Oahu,2008061704,706.752961121002
Oahu,2008061706,893.037466300126
Oahu,2008061708,1016.47116696766
Oahu,2008061710,1070.03655981006
Oahu,2008061712,1085.73531887839
Oahu,2008061714,1080.62323037183
Oahu,2008061716,1060.32359164759
Oahu,2008061718,1047.98951628721
Oahu,2008061720,1020.09610245413
Oahu,2008061722,836.5163568303
Oahu,2008081800,699.456616616181
Oahu,2008081802,658.587792682811
Oahu,2008081804,711.298072538654
Oahu,2008081806,925.150676827711
Oahu,2008081808,1050.2760140556
Oahu,2008081810,1108.76760127705
Oahu,2008081812,1130.61945596601
Oahu,2008081814,1134.03061320584
Oahu,2008081816,1111.37941376858
Oahu,2008081818,1083.76484112677
Oahu,2008081820,1049.0584075204
Oahu,2008081822,849.277988683954
Oahu,2008091000,697.960168889715
Oahu,2008091002,656.078221961408
Oahu,2008091004,711.818576095686
Oahu,2008091006,920.205893035909
Oahu,2008091008,1028.21038112
Oahu,2008091010,1092.29738157954
Oahu,2008091012,1102.78181037118
Oahu,2008091014,1102.81898919668
Oahu,2008091016,1089.96441027927
Oahu,2008091018,1102.22412798865
Oahu,2008091020,1020.83967896418
Oahu,2008091022,823.847672040401
Oahu,2008112200,660.521091608929
Oahu,2008112202,604.650611585393
Oahu,2008112204,624.048663791202
Oahu,2008112206,735.129699685609
Oahu,2008112208,885.229912944649
Oahu,2008112210,948.833588672657
Oahu,2008112212,935.718757976732
Oahu,2008112214,900.07355902643
Oahu,2008112216,922.027655485521
Oahu,2008112218,960.182425157225
Oahu,2008112220,875.377524186547
Oahu,2008112222,764.854170674674
Oahu,2107011200,669.925330459263
Oahu,2107011202,622.271575661373
Oahu,2107011204,675.975159032536
Oahu,2107011206,904.106382439743
Oahu,2107011208,984.598170709682
Oahu,2107011210,1034.15044528507
Oahu,2107011212,1036.63032997051
Oahu,2107011214,1024.52158899728
Oahu,2107011216,997.397282511098
Oahu,2107011218,1042.45306287662
Oahu,2107011220,947.109217974095
Oahu,2107011222,806.391658772015
Oahu,2107011900,636.787530706555
Oahu,2107011902,590.205667457684
Oahu,2107011904,651.53966524559
Oahu,2107011906,879.443792985631
Oahu,2107011908,948.753390604369
Oahu,2107011910,989.803203401102
Oahu,2107011912,1004.3736614064
Oahu,2107011914,1001.00356170568
Oahu,2107011916,977.84888748154
Oahu,2107011918,1025.73882177328
Oahu,2107011920,935.145818227846
Oahu,2107011922,794.182995705228
Oahu,2107021200,580.894745103922
Oahu,2107021202,545.376982759326
Oahu,2107021204,615.240693805947
Oahu,2107021206,842.263690357388
Oahu,2107021208,908.83905614346
Oahu,2107021210,951.251442943183
Oahu,2107021212,968.456210687599
Oahu,2107021214,971.635550027908
Oahu,2107021216,965.858236255232
Oahu,2107021218,1041.63551847483
Oahu,2107021220,941.777011709062
Oahu,2107021222,755.685738207428
Oahu,2107050200,648.89627167979
Oahu,2107050202,608.518662057864
Oahu,2107050204,656.272338949307
Oahu,2107050206,885.520873038965
Oahu,2107050208,975.223661569114
Oahu,2107050210,1020.76996857571
Oahu,2107050212,1038.4016761744
Oahu,2107050214,1040.06401645805
Oahu,2107050216,1021.08790250974
Oahu,2107050218,1034.78631315313
Oahu,2107050220,979.783742565785
Oahu,2107050222,798.052705873719
Oahu,2107092200,718.178617818468
Oahu,2107092202,665.383417115964
Oahu,2107092204,680.081048694879
Oahu,2107092206,799.842219730978
Oahu,2107092208,970.627245265695
Oahu,2107092210,1032.10658428059
Oahu,2107092212,1033.49640976364
Oahu,2107092214,1027.25582082994
Oahu,2107092216,1015.70119328459
Oahu,2107092218,1037.36611993213
Oahu,2107092220,957.991642344638
Oahu,2107092222,847.577728969047
Oahu,2107102700,707.941145142673
Oahu,2107102702,655.082357653362
