gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
AES,Oahu,multiple,2020,1419.8545689109742,5431573.529531134,1485545.883432577,180.0,31331181.826544113,14677622.956780847,36.22932900255466,0.9004658605472942,0.0,0.0
Airport_DSG,Oahu,multiple,2020,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2023,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2025,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2030,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2035,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2040,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2045,5.261623108665747,93261.07954891719,0.0,8.0,283791.85665925033,67349.46997205736,84.46108681716605,0.07508023842274182,0.0,0.0
Airport_DSG,Oahu,multiple,2050,8.442696011004125,149644.87726093436,0.0,8.0,283791.85665925033,67349.46997205736,59.315910846431294,0.12047226043099495,0.0,0.0
Battery_Bulk,Oahu,Battery,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Bulk,Oahu,Battery,2023,-36.99847988780097,0.0,0.0,439.1,30237642.114800267,12746332.856820475,129.0863093173646,0.08656829166711087,369.98479887800966,332.9863189902087
Battery_Bulk,Oahu,Battery,2025,-62.50255175336802,0.0,0.0,611.1,40711554.5394025,17161491.074855663,102.88121398559919,0.10508092035925778,625.0255175336799,562.5229657803118
Battery_Bulk,Oahu,Battery,2030,-149.57657362470385,0.0,0.0,611.1,40711554.5394025,17161491.074855663,42.990277459612976,0.2514720372168036,1495.7657362470368,1346.1891626223328
Battery_Bulk,Oahu,Battery,2035,-158.12623489754506,0.0,0.0,611.1,40711554.5394025,17161491.074855663,40.66585412440041,0.2658459507628479,1581.26234897545,1423.136114077905
Battery_Bulk,Oahu,Battery,2040,-171.65653426202402,0.0,0.0,611.1,27270370.62545319,11495513.433263034,25.09266815554825,0.2885934429863014,1716.5653426202405,1544.9088083582162
Battery_Bulk,Oahu,Battery,2045,-203.37986248182244,0.0,0.0,664.9751486308539,29502824.808617264,12436579.009678548,22.912463902393068,0.3142251465170417,2033.798624818224,1830.4187623364014
Battery_Bulk,Oahu,Battery,2050,-71.00393551548379,0.0,0.0,664.9751486308539,29502824.808617264,12436579.009678548,65.62923201027685,0.10970221814676266,710.039355154838,639.0354196393541
Battery_Conting,Oahu,Battery,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC_152,Oahu,multiple,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC_152,Oahu,multiple,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC_152,Oahu,multiple,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC_152,Oahu,multiple,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC_152,Oahu,multiple,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC_152,Oahu,multiple,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC_152,Oahu,multiple,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC_152,Oahu,multiple,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2020,0.0,0.0,0.0,113.0,4008559.9753119107,1694967.0099513936,0.0,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2023,0.0,0.0,0.0,113.0,4008559.9753119107,1694967.0099513936,0.0,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2025,0.0,0.0,0.0,113.0,4008559.9753119107,1694967.0099513936,0.0,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2030,3.117812929848683,13786.592307737674,3941.0471843191076,113.0,4008559.9753119107,1694967.0099513936,1833.7577353778308,0.003149687770081912,0.0,0.0
CIP_CT,Oahu,multiple,2035,0.0,0.0,0.0,113.0,4008559.9753119107,1694967.0099513936,0.0,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2040,0.0,0.0,0.0,113.0,4008559.9753119107,1694967.0099513936,0.0,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2045,44.02492434662998,194672.89956214247,0.0,113.0,4008559.9753119107,1694967.0099513936,133.97410608558923,0.04447501146263182,0.0,0.0
CIP_CT,Oahu,multiple,2050,19.06233837689136,84291.35857329893,0.0,113.0,4008559.9753119107,1694967.0099513936,303.6258317003218,0.019257221458046796,0.0,0.0
CentralTrackingPV,Oahu,SUN,2020,432.3876418999522,0.0,0.0,190.7,37059886.58399909,3160235.6623751214,93.01866739216501,0.2588323012668731,0.0,0.0
CentralTrackingPV,Oahu,SUN,2023,1082.4256601653105,0.0,0.0,463.3,72268243.17804722,6623944.9972871225,72.88462485570209,0.266705316378657,0.0,0.0
CentralTrackingPV,Oahu,SUN,2025,1849.4003810289746,0.0,0.0,790.3,113157094.21432783,10603050.514087122,66.91906522672872,0.2671374983647292,0.0,0.0
CentralTrackingPV,Oahu,SUN,2030,3493.337284496244,0.0,0.0,1587.2289450505045,201938423.76393896,19229265.707662508,63.311289881215934,0.25124465898719406,0.0,0.0
