gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
AES,Oahu,multiple,2020,1419.8545689109746,5431573.529531134,1485545.883432577,180.0,31331181.826544113,14677622.956780847,36.22932900255464,0.9004658605472945,0.0,0.0
AES,Oahu,multiple,2021,1413.2753321973396,5406405.030756145,1481728.423944512,180.0,31331181.826544113,14677622.956780847,36.38017917863287,0.8962933359952683,0.0,0.0
AES,Oahu,multiple,2022,1379.65598058878,5277796.098351814,1462221.5239245824,180.0,31331181.826544113,14677622.956780847,37.17347049065795,0.8749720830725389,0.0,0.0
Airport_DSG,Oahu,multiple,2020,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2021,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2022,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2023,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2024,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2025,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2026,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2027,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2028,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2029,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2030,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2031,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2032,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2033,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2034,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2035,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2036,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2037,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2038,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2039,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2040,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2041,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2042,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2043,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2044,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,Oahu,multiple,2045,3.992407152682262,70764.51379513273,0.0,8.0,283791.85665925033,67349.46997205736,105.67705754734632,0.05696928014672175,0.0,0.0
Airport_DSG,Oahu,multiple,2046,1.2370839064649244,21927.032443562224,0.0,8.0,283791.85665925033,67349.46997205736,301.570780385419,0.017652453003209532,0.0,0.0
Airport_DSG,Oahu,multiple,2047,0.8996973865199449,15946.932686227072,0.0,8.0,283791.85665925033,67349.46997205736,408.0130328459024,0.012838147638697839,0.0,0.0
Airport_DSG,Oahu,multiple,2048,4.321760660247593,76602.23022491219,0.0,8.0,283791.85665925033,67349.46997205736,98.9743742152798,0.06166895919303069,0.0,0.0
Airport_DSG,Oahu,multiple,2049,1.1246217331499313,19933.66585778384,0.0,8.0,283791.85665925033,67349.46997205736,329.9553810415479,0.016047684548372302,0.0,0.0
Airport_DSG,Oahu,multiple,2050,5.799834938101788,102800.76249514236,0.0,8.0,283791.85665925033,67349.46997205736,78.26810486351867,0.08276020174232,0.0,0.0
Battery_Bulk,Oahu,Battery,2020,4.1667445323209326e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1667445323209326e-14
Battery_Bulk,Oahu,Battery,2021,-1.4791760052789864e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4791760052789864e-13,0.0
Battery_Bulk,Oahu,Battery,2022,-21.36386402680728,0.0,0.0,139.5,10162119.46337367,4283725.454490182,75.13125330457949,0.15734175892478466,213.63864026807272,192.27477624126544
Battery_Bulk,Oahu,Battery,2023,-32.489481404483215,0.0,0.0,439.1,30793405.224234886,12980608.451309618,149.70319891322026,0.07601822861008477,324.89481404483223,292.405332640349
Battery_Bulk,Oahu,Battery,2024,-48.068123005205436,0.0,0.0,611.1,41952559.61889269,17684622.59946764,137.85338734987073,0.08081338223213931,480.6812300520543,432.61310704684877
Battery_Bulk,Oahu,Battery,2025,-65.45047833670743,0.0,0.0,611.1,41952559.61889269,17684622.59946764,101.24224831068162,0.11003705142653265,654.5047833670739,589.0543050303663
Battery_Bulk,Oahu,Battery,2026,-84.87805692246042,0.0,0.0,611.1,41952559.61889269,17684622.59946764,78.06910077914792,0.14269920330471947,848.7805692246039,763.9025123021436
Battery_Bulk,Oahu,Battery,2027,-102.29719623883206,0.0,0.0,611.1,41952559.61889269,17684622.59946764,64.77551510158061,0.17198471469396964,1022.97196238832,920.6747661494877
Battery_Bulk,Oahu,Battery,2028,-118.27336674287471,0.0,0.0,611.1,41952559.61889269,17684622.59946764,56.02574579806673,0.19884426927672746,1182.7336674287467,1064.4603006858717
Battery_Bulk,Oahu,Battery,2029,-139.29912395461352,0.0,0.0,611.1,41952559.61889269,17684622.59946764,47.5692408659858,0.23419332074870594,1392.9912395461338,1253.6921155915202
Battery_Bulk,Oahu,Battery,2030,-150.83620055061562,0.0,0.0,611.1,41952559.61889269,17684622.59946764,43.93079085543681,0.2535897548614594,1508.3620055061556,1357.52580495554
